day,meal_type,name,serving_size,calories,total_fat,total_carbohydrate,protein,category
Tuesday,Breakfast,Coke Classic,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Coke Zero,8flz,null,null,null,null,Drinks
Tuesday,Breakfast,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0, 19, 0,Drinks
Tuesday,Breakfast,Diet Coke,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Diet Sprite,Fluid Oz,0, 0, 0, 0,Drinks
Tuesday,Breakfast,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Tuesday,Breakfast,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0, 3, 0,Drinks
Tuesday,Breakfast,Original Style Lemonade,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Tuesday,Breakfast,Pibb Xtra,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Powerade Mountain Blast,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Root Beer,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Tuesday,Breakfast,Sprite,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Breakfast,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Tuesday,Breakfast,Brewed coffee,6z Portion,0, 0, 0, 0,Miscellaneous
Tuesday,Breakfast,Coffeemate Original,Fluid Oz,30, 3, 0, 0,Drinks
Tuesday,Breakfast,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5, 8, 0,Toppings
Tuesday,Breakfast,ecoStick Sugar Substitute Blue Pc,Stick,0, 0, 0, 0,Toppings
Tuesday,Breakfast,ecoStick Sugar Substitute Pink Pc,Stick,0, 0, 1, 0,Toppings
Tuesday,Breakfast,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0, 1, 0,Toppings
Tuesday,Breakfast,Extra Lite Amber Honey,Ounce,80, 0, 23, 0,Toppings
Tuesday,Breakfast,Green Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Tuesday,Breakfast,Hazelnut Coffee Creamer,Fluid Oz,10, 0, 2, 0,Toppings
Tuesday,Breakfast,Lipton Black Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Tuesday,Breakfast,Lipton Tea Decaf,Tea Bag,null,null,null,null,Drinks
Tuesday,Breakfast,Bacon,2 Slices,80, 6, 0, 5,Miscellaneous
Tuesday,Breakfast,Denver Tofu Scramble,3z Portion,130,null,null,null,Entrees
Tuesday,Breakfast,French Toast,1 Slice,270, 10, 35, 10,Entrees
Tuesday,Breakfast,Hard Boiled Eggs,1 Egg,90, 7, 0, 8,Entrees
Tuesday,Breakfast,Hash Browns,4z Portion,390, 0.5, 86, 9,Sides
Tuesday,Breakfast,Oatmeal Station with Nuts,Nutrition Varies,100, 5, 23, 1,Entrees
Tuesday,Breakfast,Scrambled Eggs,4z Portion,180, 13, 0, 15,Entrees
Tuesday,Breakfast,Captain Crunch Wildberries,Cup,180, 2.5, 39, 2,Cereal
Tuesday,Breakfast,Cheerios,Cup,110, 2, 22, 4,Cereal
Tuesday,Breakfast,Cinnamon Toast Crunch,Cup,210, 5, 40, 2,Cereal
Tuesday,Breakfast,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Tuesday,Breakfast,Rice Chex Cereal,Cup,180, 1, 40, 3,Cereal
Tuesday,Breakfast,Special K with Red Berries,Cup,360, 1, 78, 16,Miscellaneous
Tuesday,Breakfast,Apple Gala,Apples,90, 0, 25, 0,Fruit
Tuesday,Breakfast,Bananas,Banana,190, 0, 46, 2,Fruit
Tuesday,Breakfast,Fresh Kiwi,Kiwi,60, 0, 15, 1,Fruit
Tuesday,Breakfast,Oranges,Orange,100, 0, 24, 2,Fruit
Tuesday,Breakfast,Pears,Each,null,null,null,null,Fruit
Tuesday,Breakfast,American,Slice,70, 6, < 1, 3,Miscellaneous
Tuesday,Breakfast,Hamburger Sliced Dill Pickle Chip,Slice,0, 0, 0, 0,Snack
Tuesday,Breakfast,Heavy Duty Mayonnaise,Tablespoon,100, 11, 1, 0,Toppings
Tuesday,Breakfast,Natural Low Sodium Ketchup,Ounce,5, 0, 1, 0,Toppings
Tuesday,Breakfast,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Tuesday,Breakfast,Spicy Brown Mustard,Ounce,30, 0, 0, 0,Toppings
Tuesday,Breakfast,Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Tuesday,Breakfast,Yellow Mustard,1 tsp,0, 0, 0, 0,Toppings
Tuesday,Breakfast,"10"" Flour Tortilla",Tortilla,170, 4.5, 29, 4,Tortilla
Tuesday,Breakfast,Egg White Liquid,Ounce,15, 0, 0, 3,Miscellaneous
Tuesday,Breakfast,Large Fresh Eggs,Eggs,100, 7, 0, 8,Miscellaneous
Tuesday,Breakfast,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5, 1, 2,Miscellaneous
Tuesday,Breakfast,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Tuesday,Breakfast,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Tuesday,Breakfast,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6, 1, 6,Cheese
Tuesday,Breakfast,Cooked Sausage Crumble,1z Portion,120, 12, 0, 3,Sides
Tuesday,Breakfast,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5, 0, 5,Toppings
Tuesday,Breakfast,Diced Green Peppers,Ounce,5, 0, 1, 0,Toppings
Tuesday,Breakfast,Diced Onions,Ounce,10, 0, 2, 0,Toppings
Tuesday,Breakfast,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Tuesday,Breakfast,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Tuesday,Breakfast,Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Tuesday,Breakfast,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5, 1, 5,Toppings
Tuesday,Breakfast,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5, 13, 4,Miscellaneous
Tuesday,Breakfast,Avocado Pulp Fresh,Ounce,70, 6, 4, < 1,Toppings
Tuesday,Breakfast,Cream Cheese,Ounce,90, 9, 2, 2,Cheese
Tuesday,Breakfast,Jif Peanut Butter PC,0.75z,120, 10, 5, 4,Toppings
Tuesday,Breakfast,Nutella Chocolate Hazelnut Spread,Ounce,150, 9, 18, 1,Toppings
Tuesday,Breakfast,Plain Bagel,Bagel,320, 1, 65, 11,Entrees
Tuesday,Breakfast,Sliced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Tuesday,Breakfast,Unsalted European-Style Butter Prints,Ounce,220, 24, 0, 0,Miscellaneous
Tuesday,Breakfast,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5, 12, 2,Miscellaneous
Tuesday,Breakfast,Whole Wheat Bagel,Bagel,320, 1.5, 65, 11,Entrees
Tuesday,Breakfast,Blueberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Tuesday,Breakfast,Nature Valley Toasted Granola Oat,Ounce,130, 4.5, 20, 2,Miscellaneous
Tuesday,Breakfast,Plain Greek Yogurt,Ounce,15, 0, 1, 3,Snack
Tuesday,Breakfast,Small Curd Cottage Cheese,1/2 Cup,100, 5, 5, 11,Cheese
Tuesday,Breakfast,Strawberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Tuesday,Breakfast,Vanilla Yogurt,Ounce,20, 0, 4, < 1,Snack
Tuesday,Lunch,2% Chocolate Milk BIB,1 Cup,170, 5, 24, 8,Drinks
Tuesday,Lunch,2% Milk BIB,8 flz,120, 5, 11, 8,Drinks
Tuesday,Lunch,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0, 3, 0,Drinks
Tuesday,Lunch,Cherry Coke,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Coke Classic,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Coke Zero,8flz,null,null,null,null,Drinks
Tuesday,Lunch,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0, 19, 0,Drinks
Tuesday,Lunch,Diet Coke,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Diet Sprite,Fluid Oz,0, 0, 0, 0,Drinks
Tuesday,Lunch,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Tuesday,Lunch,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0, 3, 0,Drinks
Tuesday,Lunch,Original Style Lemonade,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Tuesday,Lunch,Pibb Xtra,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Powerade Mountain Blast,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Root Beer,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Tuesday,Lunch,Sprite,1 dining hall glass,null,null,null,null,Drinks
Tuesday,Lunch,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Tuesday,Lunch,Brewed coffee,6z Portion,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Coffeemate Original,Fluid Oz,30, 3, 0, 0,Drinks
Tuesday,Lunch,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5, 8, 0,Toppings
Tuesday,Lunch,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0, 3, 0,Toppings
Tuesday,Lunch,ecoStick Sugar Substitute Blue Pc,Stick,0, 0, 0, 0,Toppings
Tuesday,Lunch,ecoStick Sugar Substitute Pink Pc,Stick,0, 0, 1, 0,Toppings
Tuesday,Lunch,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0, 1, 0,Toppings
Tuesday,Lunch,Extra Lite Amber Honey,Ounce,80, 0, 23, 0,Toppings
Tuesday,Lunch,Green Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Tuesday,Lunch,Hazelnut Coffee Creamer,Fluid Oz,10, 0, 2, 0,Toppings
Tuesday,Lunch,Lipton Black Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Tuesday,Lunch,Lipton Tea Decaf,Tea Bag,null,null,null,null,Drinks
Tuesday,Lunch,Chicken Broccoli Cashew,6 oz Portion,180, 6, 18, 15,Entrees
Tuesday,Lunch,Fried Pork Pot Sticker,Pot Sticker,50, 3, 4, 2,Miscellaneous
Tuesday,Lunch,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Tuesday,Lunch,Steamed Long Grain Rice,4z Portion,530, 0, 115, 10,Sides
Tuesday,Lunch,Szechuan Stir-fried Rice,4z Portion,360, 8, 60, 10,Sides
Tuesday,Lunch,Boom Boom Chicken,3z Portion,250, 18, 11, 10,Entrees
Tuesday,Lunch,Boom Boom Sauce,Fluid Oz,160, 17, 2, 0,Toppings
Tuesday,Lunch,Carrots,Tablespoon,0, 0, 0, 0,Sides
Tuesday,Lunch,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Tuesday,Lunch,Feather Shredded Pepper Jack Cheese,Ounce,110, 9, 1, 7,Cheese
Tuesday,Lunch,Homestyle Ranch Dressing,Ounce,90, 10, < 1, 0,Toppings
Tuesday,Lunch,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Tuesday,Lunch,Peppadew Pepper,Tablespoon,35, 0, 8, 0,Miscellaneous
Tuesday,Lunch,Plant Based Chick'n Poppers,1ct,null,null,null,null,Miscellaneous
Tuesday,Lunch,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20, 7, 0,Snack
Tuesday,Lunch,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Tuesday,Lunch,Tri-Color Tortilla Strips,Ounce,140, 8, 16, 0,Tortilla
Tuesday,Lunch,Captain Crunch Wildberries,Cup,180, 2.5, 39, 2,Cereal
Tuesday,Lunch,Cheerios,Cup,110, 2, 22, 4,Cereal
Tuesday,Lunch,Cinnamon Toast Crunch,Cup,210, 5, 40, 2,Cereal
Tuesday,Lunch,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Tuesday,Lunch,Rice Chex Cereal,Cup,180, 1, 40, 3,Cereal
Tuesday,Lunch,Special K with Red Berries,Cup,360, 1, 78, 16,Miscellaneous
Tuesday,Lunch,French Rolls,"6"" Portion",null,null,null,null,Miscellaneous
Tuesday,Lunch,"Honey Wheat Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Tuesday,Lunch,Kettle Chips,Ounce,160, 9, 15, 2,Snack
Tuesday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null,null,null,Miscellaneous
Tuesday,Lunch,Sourdough Bread Slice,Slices,100, 1, 20, 3,Miscellaneous
Tuesday,Lunch,"Spinach Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Tuesday,Lunch,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8, 53, 7,Tortilla
Tuesday,Lunch,Telera Roll,3.5z,300, 4, 56, 9,Miscellaneous
Tuesday,Lunch,Caramel Topping,Ounce,80, 0, 18, 0,Miscellaneous
Tuesday,Lunch,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12, 52, 8,Ice Cream
Tuesday,Lunch,Cone Cake Jacketed,Cone,null,null,null,null,Miscellaneous
Tuesday,Lunch,Dole Whip Pineapple,1 Serving,110, 0.5, 26, 0,Ice Cream
Tuesday,Lunch,Dole Whip Strawberry,1 Serving,110, 0, 26, 0,Ice Cream
Tuesday,Lunch,Dutch Chocolate Syrup,Ounce,70, 0, 16, < 1,Miscellaneous
Tuesday,Lunch,Mini Semi-Sweet Choc Chips,Ounce,130, 8, 19, 2,Snack
Tuesday,Lunch,Oreo Cookie Topping,Ounce,140, 5, 21, 1,Cookie
Tuesday,Lunch,Rainbow Sprinkles,Ounce,140, 7, 21, 0,Ice Cream
Tuesday,Lunch,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13, 49, 8,Ice Cream
Tuesday,Lunch,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5, 0, 4,Cheese
Tuesday,Lunch,Provolone Cheese Slice,Slice,70, 6, 0, 5,Cheese
Tuesday,Lunch,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7, 0, 5,Cheese
Tuesday,Lunch,Cooked & Crumbled Bacon,Ounce,160, 13, 0, 11,Miscellaneous
Tuesday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5, 0, 5,Toppings
Tuesday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Tuesday,Lunch,Low Sodium Smoked Ham Slices,Ounce,30, 1, 0, 5,Miscellaneous
Tuesday,Lunch,Oven Roasted Sliced Chicken,Ounce,null,null,null,null,Toppings
Tuesday,Lunch,Smoked Sliced Genoa Salami,Ounce,110, 9, 1, 6,Toppings
Tuesday,Lunch,Smoked Tempeh,Ounce,null,null,null,null,Miscellaneous
Tuesday,Lunch,Tuna Salad,1z Portion,80, 7, < 1, 4,Salad
Tuesday,Lunch,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12, 0, 0,Miscellaneous
Tuesday,Lunch,Cucumber Slices,.25 cup,0, 0, < 1, 0,Miscellaneous
Tuesday,Lunch,Flat Leaf Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Tuesday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0, 0, 0,Snack
Tuesday,Lunch,Mild Banana Pepper Ring,Ounce,5, 0, 1, 0,Fruit
Tuesday,Lunch,Shredded Iceberg Lettuce,Ounce,0, 0, < 1, 0,Miscellaneous
Tuesday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Tuesday,Lunch,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Tuesday,Lunch,Tomatoes Sliced 1/4-inch,Pound,80, 1, 18, 4,Toppings
Tuesday,Lunch,Aged Balsamic Vinegar,Fluid Oz,40, 0, 9, 0,Toppings
Tuesday,Lunch,Black Pepper Grinder,Teaspoon,5, 0, 1, 0,Miscellaneous
Tuesday,Lunch,Buttermilk Ranch Dressing,Ounce,130, 14, 1, 0,Toppings
Tuesday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16, 1, 0,Snack
Tuesday,Lunch,Garlic Mayonnaise,1/2 oz,100, 10, 1, 0,Toppings
Tuesday,Lunch,Grinder Sea Salt,Gram,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11, 1, 0,Toppings
Tuesday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14, 0, 0,Miscellaneous
Tuesday,Lunch,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20, 7, 0,Snack
Tuesday,Lunch,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0, 0, 0,Toppings
Tuesday,Lunch,Vegan Mayonnaise,1 tbs,60, 7, < 1, 0,Toppings
Tuesday,Lunch,Vinegar Red Wine,Fluid Oz,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Yellow Mustard,1 tsp,0, 0, 0, 0,Toppings
Tuesday,Lunch,Apple Gala,Apples,90, 0, 25, 0,Fruit
Tuesday,Lunch,Bananas,Banana,190, 0, 46, 2,Fruit
Tuesday,Lunch,Fresh Kiwi,Kiwi,60, 0, 15, 1,Fruit
Tuesday,Lunch,Oranges,Orange,100, 0, 24, 2,Fruit
Tuesday,Lunch,Pears,Each,null,null,null,null,Fruit
Tuesday,Lunch,American,Slice,70, 6, < 1, 3,Miscellaneous
Tuesday,Lunch,Angus Beef Frank,Frank,170, 16, 1, 6,Entrees
Tuesday,Lunch,Black Bean Burger,Patty,170, 5, 26, 15,Miscellaneous
Tuesday,Lunch,Breaded Onion Tangler,3z portion,270, 17, 27, 3,Miscellaneous
Tuesday,Lunch,Buns Hot Dog Bulk,Each,120, 1.5, 21, 4,Entrees
Tuesday,Lunch,Fried Eggs,Eggs,90, 7, 0, 8,Miscellaneous
Tuesday,Lunch,Hamburger Bun,Buns,null,null,null,null,Entrees
Tuesday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0, 0, 0,Snack
Tuesday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11, 1, 0,Toppings
Tuesday,Lunch,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14, 13, 12,Entrees
Tuesday,Lunch,Natural Low Sodium Ketchup,Ounce,5, 0, 1, 0,Toppings
Tuesday,Lunch,Regular Cut Potato Fries,3z,110, 3.5, 20, 1,Sides
Tuesday,Lunch,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Tuesday,Lunch,Smash Burger,Burgers,290, 23, 1, 19,Miscellaneous
Tuesday,Lunch,Spicy Brown Mustard,Ounce,30, 0, 0, 0,Toppings
Tuesday,Lunch,Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Tuesday,Lunch,Yellow Mustard,1 tsp,0, 0, 0, 0,Toppings
Tuesday,Lunch,American Cheese Slice,Slice,50, 4.5, 1, 2,Cheese
Tuesday,Lunch,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5, 0, 4,Cheese
Tuesday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null,null,null,Miscellaneous
Tuesday,Lunch,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7, 0, 5,Cheese
Tuesday,Lunch,Sourdough Bread Slice,Slices,100, 1, 20, 3,Miscellaneous
Tuesday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5, 26, 2,Sides
Tuesday,Lunch,Cajun Buttered French Baguette,8 piece cut,130, 6, 16, 2,Miscellaneous
Tuesday,Lunch,Casablanca Stew,5z Portion,70, 1.5, 43, 2,Miscellaneous
Tuesday,Lunch,Corn,4z Portion,90, 1, 19, 2,Miscellaneous
Tuesday,Lunch,Garden Herb Chicken Breast,3.25z Tender,80, 0, 0, 19,Entrees
Tuesday,Lunch,Sauteed Spinach with Garlic,3z Portion,130, 13, 3, 2,Toppings
Tuesday,Lunch,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Tuesday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5, 29, 4,Tortilla
Tuesday,Lunch,Egg White Liquid,Ounce,15, 0, 0, 3,Miscellaneous
Tuesday,Lunch,Large Fresh Eggs,Eggs,100, 7, 0, 8,Miscellaneous
Tuesday,Lunch,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5, 1, 2,Miscellaneous
Tuesday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Tuesday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Tuesday,Lunch,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6, 1, 6,Cheese
Tuesday,Lunch,Cooked Sausage Crumble,1z Portion,120, 12, 0, 3,Sides
Tuesday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5, 0, 5,Toppings
Tuesday,Lunch,Diced Green Peppers,Ounce,5, 0, 1, 0,Toppings
Tuesday,Lunch,Diced Onions,Ounce,10, 0, 2, 0,Toppings
Tuesday,Lunch,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Tuesday,Lunch,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Tuesday,Lunch,Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Tuesday,Lunch,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5, 1, 5,Toppings
Tuesday,Lunch,Broccoli Florets,Ounce,10, 0, 1, < 1,Sides
Tuesday,Lunch,Sauteed Sliced Mushrooms,1z Portion,15, 1, < 1, < 1,Toppings
Tuesday,Lunch,Tomato Cherry Red Halves,2 Halves,0, 0, < 1, 0,Miscellaneous
Tuesday,Lunch,Chunk Italian Sausage,Ounce,90, 8, 1, 4,Sides
Tuesday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Tuesday,Lunch,Shrimp,1 Shrimp,5, 0, 0, 1,Entrees
Tuesday,Lunch,Elbow Macaroni Pasta,4z Portion,220, 5, 36, 6,Entrees
Tuesday,Lunch,Penne Pasta,3z Portion,170, 4.5, 27, 5,Entrees
Tuesday,Lunch,Tri-Color Tortellini,4z Portion,280, 8, 40, 11,Miscellaneous
Tuesday,Lunch,Alfredo Sauce,Ounce,70, 6, 2, 1,Toppings
Tuesday,Lunch,Basil Pesto Sauce,1/4 Cup,320, 34, 2, 3,Toppings
Tuesday,Lunch,Diavolo Sauce,2 Flz Portion,90, 8, 5, < 1,Toppings
Tuesday,Lunch,Marinara Sauce,Ounce,15, 0.5, 2, 0,Toppings
Tuesday,Lunch,Balsamic Vinegar,Teaspoon,0, 0, < 1, 0,Toppings
Tuesday,Lunch,Basil,Ounce,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Garlic Minced Prep,Ounce,35, 0, 7, 0,Toppings
Tuesday,Lunch,Grated Parmesan Cheese,Tablespoon,30, 2.5, 0, 3,Cheese
Tuesday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14, 0, 0,Miscellaneous
Tuesday,Lunch,Parsley Ital Fresh Clnd,Tablespoon,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Pepper Red Crushed,Teaspoon,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Shallots Minced Prep,Ounce,15, 0, 5, 0,Miscellaneous
Tuesday,Lunch,Cheese Pizza,Piece -U,140, 5, 18, 6,Cheese
Tuesday,Lunch,Pepperoni Pizza,Piece -U,160, 8, 18, 7,Entrees
Tuesday,Lunch,Supreme Pizza,16-Cut Slice,170, 8, 18, 8,Entrees
Tuesday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5, 26, 2,Sides
Tuesday,Lunch,Classic Vegan Kimchi,Ounce,10, 0, 3, 0,Miscellaneous
Tuesday,Lunch,Firm Tofu,1/4 cup,60, 3, 2, 6,Miscellaneous
Tuesday,Lunch,Flax Seed,Ounce,150, 12, 8, 5,Toppings
Tuesday,Lunch,High Protein Grain BleND,3z portion,190,null,null,null,Miscellaneous
Tuesday,Lunch,Marinated Quarter Artichoke Heart,Ounce,15, 1, 2, < 1,Miscellaneous
Tuesday,Lunch,Marinated Tofu,4z Portion,110, 5, 4, 11,Miscellaneous
Tuesday,Lunch,Nutritional Yeast,Gram,null,null,null,null,Miscellaneous
Tuesday,Lunch,Organic Black Chia Seed,Ounce,140, 9, 12, 5,Toppings
Tuesday,Lunch,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7, 3, 3,Toppings
Tuesday,Lunch,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Shredded Kale,Ounce,15, 0, 2, 1,Miscellaneous
Tuesday,Lunch,Sliced Almonds,Tablespoon,90, 8, 3, 3,Toppings
Tuesday,Lunch,Walnuts Halves & Pieces,Tablespoon,50, 5, 1, 1,Miscellaneous
Tuesday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5, 29, 4,Tortilla
Tuesday,Lunch,Chicken Taco Meat,2z Portion,140, 2, 1, 29,Entrees
Tuesday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16, 1, 0,Snack
Tuesday,Lunch,Flame-Roasted Corn & Peppers,4z Portion,160, 5, 23, 6,Miscellaneous
Tuesday,Lunch,Grilled Steak Strips,2z Portion,120, 6, 0, 14,Miscellaneous
Tuesday,Lunch,House-made Guacamole,3z Portion,100, 9, 6, 1,Sides
Tuesday,Lunch,Mexican Rice,Ounce,80, 0, 17, 2,Sides
Tuesday,Lunch,Pico de Gallo,2z Portion,10, 0, 2, < 1,Miscellaneous
Tuesday,Lunch,Queso Rico Chihuahua Cheese,Ounce,100, 8, 1, 7,Cheese
Tuesday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Tuesday,Lunch,Sour Cream 5lb,2 Tbsp,60, 5, 2, 1,Toppings
Tuesday,Lunch,Vegan Refried Beans,1.6z Portion,100, 1, 16, 6,Sides
Tuesday,Lunch,Black Beans,Ounce,25, 0, 5, 2,Sides
Tuesday,Lunch,Carrots,Tablespoon,0, 0, 0, 0,Sides
Tuesday,Lunch,Chopped Eggs,.5z Portion,25, 1.5, 0, 2,Miscellaneous
Tuesday,Lunch,Classic Edamame,Tablespoon,15, 0.5, 1, 1,Miscellaneous
Tuesday,Lunch,Crispy Fried French Onion,Ounce,160, 12, 16, 0,Miscellaneous
Tuesday,Lunch,Cucumber Slices,Slices,0, 0, 0, 0,Miscellaneous
Tuesday,Lunch,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Tuesday,Lunch,Feta Cheese Crumbles,Ounce,5, 0.5, 0, 0,Cheese
Tuesday,Lunch,Iceberg Salad Mix,1 cup portion,5, 0, 1, 0,Salad
Tuesday,Lunch,Large Seasoned Crouton,Ounce,120, 4, 20, 4,Miscellaneous
Tuesday,Lunch,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Tuesday,Lunch,Low Sodium Garbanzo Beans,Ounce,30, 0, 5, 1,Sides
Tuesday,Lunch,Mini Marshmallows,Ounce,90, 0, 23, < 1,Miscellaneous
Tuesday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Tuesday,Lunch,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
